timestamp,ticker,close
2026-07-17 15:15,VNM,59000.0
2026-07-17 15:15,VIC,220000.0
2026-07-17 15:15,VHM,140500.0
2026-07-17 15:15,HPG,21850.0
2026-07-17 15:15,FPT,67000.0
2026-07-17 15:15,MWG,76700.0
2026-07-17 15:15,VCB,58500.0
2026-07-17 15:15,TCB,31450.0
2026-07-17 15:15,MBB,23750.0
2026-07-17 15:15,SSI,24250.0
2026-07-17 15:25,VNM,59000.0
2026-07-17 15:25,VIC,220000.0
2026-07-17 15:25,VHM,140500.0
2026-07-17 15:25,HPG,21850.0
2026-07-17 15:25,FPT,67000.0
2026-07-17 15:25,MWG,76700.0
2026-07-17 15:25,VCB,58500.0
2026-07-17 15:25,TCB,31450.0
2026-07-17 15:25,MBB,23750.0
2026-07-17 15:25,SSI,24250.0
2026-07-17 15:30,VNM,59000.0
2026-07-17 15:30,VIC,220000.0
2026-07-17 15:30,VHM,140500.0
2026-07-17 15:30,HPG,21850.0
2026-07-17 15:30,FPT,67000.0
2026-07-17 15:30,MWG,76700.0
2026-07-17 15:30,VCB,58500.0
2026-07-17 15:30,TCB,31450.0
2026-07-17 15:30,MBB,23750.0
2026-07-17 15:30,SSI,24250.0
2026-07-17 16:31,VNM,59000.0
2026-07-17 16:31,VIC,220000.0
2026-07-17 16:31,VHM,140500.0
2026-07-17 16:31,HPG,21850.0
2026-07-17 16:31,FPT,67000.0
2026-07-17 16:31,MWG,76700.0
2026-07-17 16:31,VCB,58500.0
2026-07-17 16:31,TCB,31450.0
2026-07-17 16:31,MBB,23750.0
2026-07-17 16:31,SSI,24250.0
2026-07-17 22:01,VNM,59000.0
2026-07-17 22:01,VIC,220000.0
2026-07-17 22:01,VHM,140500.0
2026-07-17 22:01,HPG,21850.0
2026-07-17 22:01,FPT,67000.0
2026-07-17 22:01,MWG,76700.0
2026-07-17 22:01,VCB,58500.0
2026-07-17 22:01,TCB,31450.0
2026-07-17 22:01,MBB,23750.0
2026-07-17 22:01,SSI,24250.0
2026-07-18 01:44,VNM,56200.0
2026-07-18 01:44,VIC,223000.0
2026-07-18 01:44,VHM,142800.0
2026-07-18 01:44,HPG,22200.0
2026-07-18 01:44,FPT,68000.0
2026-07-18 01:44,MWG,76700.0
2026-07-18 01:44,VCB,59400.0
2026-07-18 01:44,TCB,31900.0
2026-07-18 01:44,MBB,24150.0
2026-07-18 01:44,SSI,25000.0
2026-07-18 04:38,VNM,56200.0
2026-07-18 04:38,VIC,223000.0
2026-07-18 04:38,VHM,142800.0
2026-07-18 04:38,HPG,22200.0
2026-07-18 04:38,FPT,68000.0
2026-07-18 04:38,MWG,76700.0
2026-07-18 04:38,VCB,59400.0
2026-07-18 04:38,TCB,31900.0
2026-07-18 04:38,MBB,24150.0
2026-07-18 04:38,SSI,25000.0
2026-07-18 08:56,VNM,59000.0
2026-07-18 08:56,VIC,220000.0
2026-07-18 08:56,VHM,140500.0
2026-07-18 08:56,HPG,21850.0
2026-07-18 08:56,FPT,67000.0
2026-07-18 08:56,MWG,76700.0
2026-07-18 08:56,VCB,58500.0
2026-07-18 08:56,TCB,31450.0
2026-07-18 08:56,MBB,23750.0
2026-07-18 08:56,SSI,24250.0
2026-07-18 09:36,VNM,59000.0
2026-07-18 09:36,VIC,220000.0
2026-07-18 09:36,VHM,140500.0
2026-07-18 09:36,HPG,21850.0
2026-07-18 09:36,FPT,67000.0
2026-07-18 09:36,MWG,76700.0
2026-07-18 09:36,VCB,58500.0
2026-07-18 09:36,TCB,31450.0
2026-07-18 09:36,MBB,23750.0
2026-07-18 09:36,SSI,24250.0
2026-07-18 09:45,VCB,58500.0
2026-07-18 09:45,TCB,31450.0
2026-07-18 09:45,MBB,23750.0
2026-07-18 09:45,BID,38800.0
2026-07-18 09:45,CTG,32000.0
2026-07-18 09:45,ACB,23550.0
2026-07-18 09:45,VPB,25850.0
2026-07-18 09:45,VIC,220000.0
2026-07-18 09:45,VHM,140500.0
2026-07-18 09:45,NVL,12650.0
2026-07-18 09:45,KDH,18450.0
2026-07-18 09:45,MWG,76700.0
2026-07-18 09:45,PNJ,43000.0
2026-07-18 09:45,VNM,59000.0
2026-07-18 09:45,SAB,46900.0
2026-07-18 09:45,HPG,21850.0
2026-07-18 09:45,GVR,29700.0
2026-07-18 09:45,DGC,44800.0
2026-07-18 09:45,FPT,67000.0
2026-07-18 09:45,SSI,24250.0
2026-07-18 09:45,GAS,76200.0
2026-07-18 09:45,PLX,35200.0
2026-07-18 09:45,POW,13900.0
2026-07-18 09:45,VJC,131300.0
2026-07-18 09:56,VCB,58500.0
2026-07-18 09:56,TCB,31450.0
2026-07-18 09:56,MBB,23750.0
2026-07-18 09:56,BID,38800.0
2026-07-18 09:56,CTG,32000.0
2026-07-18 09:56,ACB,23550.0
2026-07-18 09:56,VPB,25850.0
2026-07-18 09:56,VIC,220000.0
2026-07-18 09:56,VHM,140500.0
2026-07-18 09:56,NVL,12650.0
2026-07-18 09:56,KDH,18450.0
2026-07-18 09:56,MWG,76700.0
2026-07-18 09:56,PNJ,43000.0
2026-07-18 09:56,VNM,59000.0
2026-07-18 09:56,SAB,46900.0
2026-07-18 09:56,HPG,21850.0
2026-07-18 09:56,GVR,29700.0
2026-07-18 09:56,DGC,44800.0
2026-07-18 09:56,FPT,67000.0
2026-07-18 09:56,SSI,24250.0
2026-07-18 09:56,GAS,76200.0
2026-07-18 09:56,PLX,35200.0
2026-07-18 09:56,POW,13900.0
2026-07-18 09:56,VJC,131300.0
2026-07-18 09:56,BSR,24900.0
2026-07-18 09:56,MCH,138900.0
2026-07-18 12:55,VCB,58500.0
2026-07-18 12:55,TCB,31450.0
2026-07-18 12:55,MBB,23750.0
2026-07-18 12:55,BID,38800.0
2026-07-18 12:55,CTG,32000.0
2026-07-18 12:55,ACB,23550.0
2026-07-18 12:55,VPB,25850.0
2026-07-18 12:55,VIC,220000.0
2026-07-18 12:55,VHM,140500.0
2026-07-18 12:55,NVL,12650.0
2026-07-18 12:55,KDH,18450.0
2026-07-18 12:55,MWG,76700.0
2026-07-18 12:55,PNJ,43000.0
2026-07-18 12:55,VNM,59000.0
2026-07-18 12:55,SAB,46900.0
2026-07-18 12:55,HPG,21850.0
2026-07-18 12:55,GVR,29700.0
2026-07-18 12:55,DGC,44800.0
2026-07-18 12:55,FPT,67000.0
2026-07-18 12:55,SSI,24250.0
2026-07-18 12:55,GAS,76200.0
2026-07-18 12:55,PLX,35200.0
2026-07-18 12:55,POW,13900.0
2026-07-18 12:55,VJC,131300.0
2026-07-18 12:55,BSR,24900.0
2026-07-18 12:55,MCH,138900.0
2026-07-18 17:48,VCB,58500.0
2026-07-18 17:48,TCB,31450.0
2026-07-18 17:48,MBB,23750.0
2026-07-18 17:48,BID,38800.0
2026-07-18 17:48,CTG,32000.0
2026-07-18 17:48,ACB,23550.0
2026-07-18 17:48,VPB,25850.0
2026-07-18 17:48,VIC,220000.0
2026-07-18 17:48,VHM,140500.0
2026-07-18 17:48,NVL,12650.0
2026-07-18 17:48,KDH,18450.0
2026-07-18 17:48,MWG,76700.0
2026-07-18 17:48,PNJ,43000.0
2026-07-18 17:48,VNM,59000.0
2026-07-18 17:48,SAB,46900.0
2026-07-18 17:48,HPG,21850.0
2026-07-18 17:48,GVR,29700.0
2026-07-18 17:48,DGC,44800.0
2026-07-18 17:48,FPT,67000.0
2026-07-18 17:48,SSI,24250.0
2026-07-18 17:48,GAS,76200.0
2026-07-18 17:48,PLX,35200.0
2026-07-18 17:48,POW,13900.0
2026-07-18 17:48,VJC,131300.0
2026-07-18 17:48,BSR,24900.0
2026-07-18 17:48,MCH,138900.0
2026-07-18 21:39,VCB,58500.0
2026-07-18 21:39,TCB,31450.0
2026-07-18 21:39,MBB,23750.0
2026-07-18 21:39,BID,38800.0
2026-07-18 21:39,CTG,32000.0
2026-07-18 21:39,ACB,23550.0
2026-07-18 21:39,VPB,25850.0
2026-07-18 21:39,VIC,220000.0
2026-07-18 21:39,VHM,140500.0
2026-07-18 21:39,NVL,12650.0
2026-07-18 21:39,KDH,18450.0
2026-07-18 21:39,MWG,76700.0
2026-07-18 21:39,PNJ,43000.0
2026-07-18 21:39,VNM,59000.0
2026-07-18 21:39,SAB,46900.0
2026-07-18 21:39,HPG,21850.0
2026-07-18 21:39,GVR,29700.0
2026-07-18 21:39,DGC,44800.0
2026-07-18 21:39,FPT,67000.0
2026-07-18 21:39,SSI,24250.0
2026-07-18 21:39,GAS,76200.0
2026-07-18 21:39,PLX,35200.0
2026-07-18 21:39,POW,13900.0
2026-07-18 21:39,VJC,131300.0
2026-07-18 21:39,BSR,24900.0
2026-07-18 21:39,MCH,138900.0
2026-07-19 01:11,VCB,58500.0
2026-07-19 01:11,TCB,31450.0
2026-07-19 01:11,MBB,23750.0
2026-07-19 01:11,BID,38800.0
2026-07-19 01:11,CTG,32000.0
2026-07-19 01:11,ACB,23550.0
2026-07-19 01:11,VPB,25850.0
2026-07-19 01:11,VIC,220000.0
2026-07-19 01:11,VHM,140500.0
2026-07-19 01:11,NVL,12650.0
2026-07-19 01:11,KDH,18450.0
2026-07-19 01:11,MWG,76700.0
2026-07-19 01:11,PNJ,43000.0
2026-07-19 01:11,VNM,59000.0
2026-07-19 01:11,SAB,46900.0
2026-07-19 01:11,HPG,21850.0
2026-07-19 01:11,GVR,29700.0
2026-07-19 01:11,DGC,44800.0
2026-07-19 01:11,FPT,67000.0
2026-07-19 01:11,SSI,24250.0
2026-07-19 01:11,GAS,76200.0
2026-07-19 01:11,PLX,35200.0
2026-07-19 01:11,POW,13900.0
2026-07-19 01:11,VJC,131300.0
2026-07-19 01:11,BSR,24900.0
2026-07-19 01:11,MCH,138900.0
2026-07-19 04:13,VCB,58500.0
2026-07-19 04:13,TCB,31450.0
2026-07-19 04:13,MBB,23750.0
2026-07-19 04:13,BID,38800.0
2026-07-19 04:13,CTG,32000.0
2026-07-19 04:13,ACB,23550.0
2026-07-19 04:13,VPB,25850.0
2026-07-19 04:13,VIC,220000.0
2026-07-19 04:13,VHM,140500.0
2026-07-19 04:13,NVL,12650.0
2026-07-19 04:13,KDH,18450.0
2026-07-19 04:13,MWG,76700.0
2026-07-19 04:13,PNJ,43000.0
2026-07-19 04:13,VNM,59000.0
2026-07-19 04:13,SAB,46900.0
2026-07-19 04:13,HPG,21850.0
2026-07-19 04:13,GVR,29700.0
2026-07-19 04:13,DGC,44800.0
2026-07-19 04:13,FPT,67000.0
2026-07-19 04:13,SSI,24250.0
2026-07-19 04:13,GAS,76200.0
2026-07-19 04:13,PLX,35200.0
2026-07-19 04:13,POW,13900.0
2026-07-19 04:13,VJC,131300.0
2026-07-19 04:13,BSR,24900.0
2026-07-19 04:13,MCH,138900.0
2026-07-19 13:49,VCB,58500.0
2026-07-19 13:49,TCB,31450.0
2026-07-19 13:49,MBB,23750.0
2026-07-19 13:49,BID,38800.0
2026-07-19 13:49,CTG,32000.0
2026-07-19 13:49,ACB,23550.0
2026-07-19 13:49,VPB,25850.0
2026-07-19 13:49,VIC,220000.0
2026-07-19 13:49,VHM,140500.0
2026-07-19 13:49,NVL,12650.0
2026-07-19 13:49,KDH,18450.0
2026-07-19 13:49,MWG,76700.0
2026-07-19 13:49,PNJ,43000.0
2026-07-19 13:49,VNM,59000.0
2026-07-19 13:49,SAB,46900.0
2026-07-19 13:49,HPG,21850.0
2026-07-19 13:49,GVR,29700.0
2026-07-19 13:49,DGC,44800.0
2026-07-19 13:49,FPT,67000.0
2026-07-19 13:49,SSI,24250.0
2026-07-19 13:49,GAS,76200.0
2026-07-19 13:49,PLX,35200.0
2026-07-19 13:49,POW,13900.0
2026-07-19 13:49,VJC,131300.0
2026-07-19 13:49,BSR,24900.0
2026-07-19 13:49,MCH,138900.0
2026-07-19 18:35,VCB,58500.0
2026-07-19 18:35,TCB,31450.0
2026-07-19 18:35,MBB,23750.0
2026-07-19 18:35,BID,38800.0
2026-07-19 18:35,CTG,32000.0
2026-07-19 18:35,ACB,23550.0
2026-07-19 18:35,VPB,25850.0
2026-07-19 18:35,VIC,220000.0
2026-07-19 18:35,VHM,140500.0
2026-07-19 18:35,NVL,12650.0
2026-07-19 18:35,KDH,18450.0
2026-07-19 18:35,MWG,76700.0
2026-07-19 18:35,PNJ,43000.0
2026-07-19 18:35,VNM,59000.0
2026-07-19 18:35,SAB,46900.0
2026-07-19 18:35,HPG,21850.0
2026-07-19 18:35,GVR,29700.0
2026-07-19 18:35,DGC,44800.0
2026-07-19 18:35,FPT,67000.0
2026-07-19 18:35,SSI,24250.0
2026-07-19 18:35,GAS,76200.0
2026-07-19 18:35,PLX,35200.0
2026-07-19 18:35,POW,13900.0
2026-07-19 18:35,VJC,131300.0
2026-07-19 18:35,BSR,24900.0
2026-07-19 18:35,MCH,138900.0
2026-07-19 22:34,VCB,58500.0
2026-07-19 22:34,TCB,31450.0
2026-07-19 22:34,MBB,23750.0
2026-07-19 22:34,BID,38800.0
2026-07-19 22:34,CTG,32000.0
2026-07-19 22:34,ACB,23550.0
2026-07-19 22:34,VPB,25850.0
2026-07-19 22:34,VIC,220000.0
2026-07-19 22:34,VHM,140500.0
2026-07-19 22:34,NVL,12650.0
2026-07-19 22:34,KDH,18450.0
2026-07-19 22:34,MWG,76700.0
2026-07-19 22:34,PNJ,43000.0
2026-07-19 22:34,VNM,59000.0
2026-07-19 22:34,SAB,46900.0
2026-07-19 22:34,HPG,21850.0
2026-07-19 22:34,GVR,29700.0
2026-07-19 22:34,DGC,44800.0
2026-07-19 22:34,FPT,67000.0
2026-07-19 22:34,SSI,24250.0
2026-07-19 22:34,GAS,76200.0
2026-07-19 22:34,PLX,35200.0
2026-07-19 22:34,POW,13900.0
2026-07-19 22:34,VJC,131300.0
2026-07-19 22:34,BSR,24900.0
2026-07-19 22:34,MCH,138900.0
2026-07-20 03:11,VCB,58500.0
2026-07-20 03:11,TCB,31450.0
2026-07-20 03:11,MBB,23750.0
2026-07-20 03:11,BID,38800.0
2026-07-20 03:11,CTG,32000.0
2026-07-20 03:11,ACB,23550.0
2026-07-20 03:11,VPB,25850.0
2026-07-20 03:11,VIC,220000.0
2026-07-20 03:11,VHM,140500.0
2026-07-20 03:11,NVL,12650.0
2026-07-20 03:11,KDH,18450.0
2026-07-20 03:11,MWG,76700.0
2026-07-20 03:11,PNJ,43000.0
2026-07-20 03:11,VNM,59000.0
2026-07-20 03:11,SAB,46900.0
2026-07-20 03:11,HPG,21850.0
2026-07-20 03:11,GVR,29700.0
2026-07-20 03:11,DGC,44800.0
2026-07-20 03:11,FPT,67000.0
2026-07-20 03:11,SSI,24250.0
2026-07-20 03:11,GAS,76200.0
2026-07-20 03:11,PLX,35200.0
2026-07-20 03:11,POW,13900.0
2026-07-20 03:11,VJC,131300.0
2026-07-20 03:11,BSR,24900.0
2026-07-20 03:11,MCH,138900.0
2026-07-20 06:42,VCB,58500.0
2026-07-20 06:42,TCB,31450.0
2026-07-20 06:42,MBB,23750.0
2026-07-20 06:42,BID,38800.0
2026-07-20 06:42,CTG,32000.0
2026-07-20 06:42,ACB,23550.0
2026-07-20 06:42,VPB,25850.0
2026-07-20 06:42,VIC,220000.0
2026-07-20 06:42,VHM,140500.0
2026-07-20 06:42,NVL,12650.0
2026-07-20 06:42,KDH,18450.0
2026-07-20 06:42,MWG,76700.0
2026-07-20 06:42,PNJ,43000.0
2026-07-20 06:42,VNM,59000.0
2026-07-20 06:42,SAB,46900.0
2026-07-20 06:42,HPG,21850.0
2026-07-20 06:42,GVR,29700.0
2026-07-20 06:42,DGC,44800.0
2026-07-20 06:42,FPT,67000.0
2026-07-20 06:42,SSI,24250.0
2026-07-20 06:42,GAS,76200.0
2026-07-20 06:42,PLX,35200.0
2026-07-20 06:42,POW,13900.0
2026-07-20 06:42,VJC,131300.0
2026-07-20 06:42,BSR,24900.0
2026-07-20 06:42,MCH,138900.0
2026-07-20 17:35,VCB,56700.0
2026-07-20 17:35,TCB,29950.0
2026-07-20 17:35,MBB,22800.0
2026-07-20 17:35,BID,37000.0
2026-07-20 17:35,CTG,30800.0
2026-07-20 17:35,ACB,22850.0
2026-07-20 17:35,VPB,25000.0
2026-07-20 17:35,VIC,220000.0
2026-07-20 17:35,VHM,136900.0
2026-07-20 17:35,NVL,12450.0
2026-07-20 17:35,KDH,17800.0
2026-07-20 17:35,MWG,75200.0
2026-07-20 17:35,PNJ,41000.0
2026-07-20 17:35,VNM,58500.0
2026-07-20 17:35,SAB,47300.0
2026-07-20 17:35,HPG,20600.0
2026-07-20 17:35,GVR,27900.0
2026-07-20 17:35,DGC,43000.0
2026-07-20 17:35,FPT,67100.0
2026-07-20 17:35,SSI,22700.0
2026-07-20 17:35,GAS,73100.0
2026-07-20 17:35,PLX,34300.0
2026-07-20 17:35,POW,13550.0
2026-07-20 17:35,VJC,132000.0
2026-07-20 17:35,BSR,24650.0
2026-07-20 17:35,MCH,135300.0
